type,content,links
li,"Bambang Hidayat, profesor ITB, astronom dunia",/wiki/Bambang_Hidayat
li,"Bambang Subianto, Mantan Menteri Keuangan",/wiki/Bambang_Subianto
li,"Baihaki Hakim, Ex Dirut Caltex dan Pertamina",/wiki/Baihaki_Hakim
li,"Betti Alisjahbana, CEO IBM Indonesia",/wiki/Betti_Alisjahbana
li,"Budi Rahardjo, pakarIT-SecurityIndonesia, kolumnis Majalah Info Linux",
li,"Budi Gunadi Sadikin, Menteri Kesehatan",/wiki/Budi_Gunadi_Sadikin
li,"Budi Youyastri, Anggota Komisi I DPR-RI 2014/2019",/w/index.php?title=Budi_Youyastri&action=edit&redlink=1
li,"BJ Habibie,Presiden RIke-3, Profesor ITB, Ahli Teknik Penerbangan",/wiki/BJ_Habibie /wiki/Presiden_RI
li,"Budiono Kartohadiprodjo, Mantan Komandan Resimen Mahasiswa Mahawarman Batalyon I/ITB, Direktur UtamaGatra",/w/index.php?title=Budiono_Kartohadiprodjo&action=edit&redlink=1 /wiki/Gatra
li,"Cacuk Sudarijanto, Mantan DirekturIndosat, Direktur UtamaTelkom, dan Mantan KepalaBPPN",/wiki/Cacuk_Sudarijanto /wiki/Indosat /wiki/Telkom /wiki/BPPN
li,"Ciputra, pengusaha",/wiki/Ciputra
li,"Dedi Sjahrir Panigoro, Komisaris Medco Group",/wiki/Dedi_Sjahrir_Panigoro
li,"Devina Hermawan, koki, penulis, instruktur memasak",/wiki/Devina_Hermawan
li,"Dian Dipa Chandra, atau Candil, penyanyi rock",/wiki/Dian_Dipa_Chandra
li,"Djohan Yoga, motivator pendidikan",/wiki/Djohan_Yoga
li,"Djoko Santoso, Profesor ITB, Rektor ITB 2005–2010, Dirjen Dikti 2010–2014",/wiki/Djoko_Santoso
li,"Djuanda Kartawidjaja, MantanPerdana Menteri Indonesia, MantanMenteri Pekerjaan Umum, MantanMenteri Perhubungan, MantanMenteri Keuangan, MantanMenteri Perdagangan, MantanMenteri Pertahanan",/wiki/Djuanda_Kartawidjaja /wiki/Perdana_Menteri /wiki/Menteri_Pekerjaan_Umum /wiki/Menteri_Perhubungan /wiki/Menteri_Keuangan /wiki/Menteri_Perdagangan /wiki/Menteri_Pertahanan
li,"Eddie Widiono, Mantan Direktur UtamaPLN",/wiki/Eddie_Widiono /wiki/PLN
li,"Enda Nasution, bapak blogger Indonesia",/wiki/Enda_Nasution
li,"Endoen Abdoel Karim, MantanMenteri Perhubungan",/w/index.php?title=Endoen_Abdoel_Karim&action=edit&redlink=1 /wiki/Menteri_Perhubungan
li,"Erna Witoelar, Mantan Menteri Permukiman & Prasarana Wilayah",/wiki/Erna_Witoelar
li,"Evita H Legowo, Dirjen Migas",/w/index.php?title=Evita_H_Legowo&action=edit&redlink=1
li,"Fadel Muhammad, Profesor Universitas Brawijaya, Gubernur Gorontalo, Menteri Kelautan dan Perikanan RI, Ketua Komisi 11 DPR RI, Wakil Ketua MPR RI.",/wiki/Fadel_Muhammad
li,"Fadjroel Rachman, Doktor Komunikasi Politik, Intelektual, Akademisi, Juru Bicara Presiden Republik Indonesia Joko Widodo, Komisaris Utama PT Adhi Karya (Persero) Tbk, Komisaris Waskita Karya (Persero) Tbk, CEO Pedoman Group, dan Duta Besar LBBP Republik Indonesia untuk Republik Kazakhstan dan Tajikistan",/wiki/Fadjroel_Rachman
li,"Fariz RM, musisi",/wiki/Fariz_RM
li,"Gatot Pujo Nugroho,Gubernur Sumatera Utaraperiode 2011–2013, 2013–2018",/wiki/Gatot_Pujo_Nugroho /wiki/Gubernur_Sumatera_Utara
li,"Grace SahertianMusisi, Akademisi",/wiki/Grace_Sahertian
li,"Ginandjar Kartasasmita, Profesor Universitas Brawijaya, Ketua DPD RI",/wiki/Ginandjar_Kartasasmita
li,"Giri Suseno Hadihardjono, Mantan Menteri Perhubungan Indonesia",/wiki/Giri_Suseno_Hadihardjono
li,"Gito Rollies, penyanyi dan aktor",/wiki/Gito_Rollies
li,"Hans Wospakrik, fisikawan",/wiki/Hans_Wospakrik
li,"Haikal Azizi, musisi",/wiki/Haikal_Azizi
li,"Harijono Djojodihardjo, Profesor, Mantan KetuaLAPAN",/w/index.php?title=Harijono_Djojodihardjo&action=edit&redlink=1 /wiki/LAPAN
li,"Harry Roesli, musisi, politisi, budayawan",/wiki/Harry_Roesli
li,"Hartono Rekso Dharsono. Mantan Pangdam Siliwangi, tokohPetisi 50",/wiki/Hartono_Rekso_Dharsono /wiki/Petisi_50
li,"Hartarto Sastrosoenarto, Mantan Menteri Perindustrian",/wiki/Hartarto_Sastrosoenarto
li,"Hasnul Suhaimi, Direktur Utama PT XL Axiata",/wiki/Hasnul_Suhaimi
li,"Hatta Rajasa,Menteri Koordinator bidang Perekonomian",/wiki/Hatta_Rajasa /wiki/Menteri_Koordinator_bidang_Perekonomian
li,"Hendra Jaya, Direktur Utama PT.Pertamina Gas",/w/index.php?title=Hendra_Jaya&action=edit&redlink=1 /wiki/Pertamina_Gas
li,"Herling Laoh, MantanMenteri Pekerjaan Umum, MantanMenteri Perhubungan",/wiki/Herling_Laoh /wiki/Menteri_Pekerjaan_Umum /wiki/Menteri_Perhubungan
li,"Herman Darnel Ibrahim, Anggota Dewan Energi Nasional dan Mantan Direktur PLN",/wiki/Herman_Darnel_Ibrahim
li,"Herman Johannes, Profesor UGM, Mantan Menteri Pekerjaan Umum, Mantan RektorUniversitas Gadjah Mada.",/wiki/Herman_Johannes /wiki/Universitas_Gadjah_Mada
li,"Herry Sutresna, Musisi, Desainer Grafis",/w/index.php?title=Herry_Sutresna&action=edit&redlink=1
li,"Hilmi Panigoro, Pengusaha",/w/index.php?title=Hilmi_Panigoro&action=edit&redlink=1
li,"Hokky Situngkir, peneliti",/wiki/Hokky_Situngkir
li,"Hotasi Nababan, Mantan Ketua HMS ITB, Direktur UtamaMerpati Nusantara Airlines",/w/index.php?title=Hotasi_Nababan&action=edit&redlink=1 /wiki/Merpati_Nusantara_Airlines
li,"Husein Sastranegara, Perintis TNI-AU, penerbang uji",/wiki/Husein_Sastranegara
li,"Indera Mahmoed Tjaya, MantanMenteri Perhubungan",/wiki/Menteri_Perhubungan
li,"Indra Herlambang, Aktor, Penulis, Host",/wiki/Indra_Herlambang
li,"Insan Kamil, pengusaha dan aktivis sosial",/w/index.php?title=Insan_Kamil&action=edit&redlink=1
li,"I Nyoman Nuarta, Seniman",/wiki/I_Nyoman_Nuarta
li,"Imelda Rosalin, Musisi, Akademisi, Arsitek",/wiki/Imelda_Rosalin
li,"Iping Supriana, penemuDigital Mark Reader(DMR)",/w/index.php?title=Iping_Supriana&action=edit&redlink=1 /wiki/Digital_Mark_Reader /wiki/DMR
li,"J.A. Katili, Profesor Geologi ITB, Akademisi, Dirjen Pertambangan, Dirjen Geologi, Politisi, Duta Besar, Wakil Ketua MPR RI",/wiki/J.A._Katili
li,"Jero Wacik,Menteri Kebudayaan dan Pariwisata",/wiki/Jero_Wacik /wiki/Menteri_Kebudayaan_dan_Pariwisata_Republik_Indonesia
li,"Jesica Fitriana Martasari, pemenangPuteri Indonesia Pariwisata 2019danMiss Supranational Indonesia 2019",/wiki/Jesica_Fitriana /wiki/Puteri_Indonesia_2019 /wiki/Miss_Supranational
li,"Jeremy Thomas, Pemeran, Model, Pengusaha, Politikus",/wiki/Jeremy_Thomas
li,"Joko Anwar, penulis naskah film",/wiki/Joko_Anwar
li,"Jusman Syafii Djamal, Mantan Direktur Utama PT DI, Menteri Perhubungan, Komut PT Garuda Indonesia (Persero) Tbk.",/wiki/Jusman_Syafii_Djamal
li,"Karen Agustiawan, Dirut Pertamina",/wiki/Karen_Agustiawan
li,"Karlina Leksono, astronom",/w/index.php?title=Karlina_Leksono&action=edit&redlink=1
li,"Kuntoro Mangkusubroto, Profesor ITB,Ketua Unit Kerja Presiden Bidang Pengawasan dan Pengendalian Pembangunan",/wiki/Kuntoro_Mangkusubroto /wiki/Ketua_Unit_Kerja_Presiden_Bidang_Pengawasan_dan_Pengendalian_Pembangunan
li,"Kusmayanto Kadiman, MantanMenteri Negara Riset dan Teknologi",/wiki/Kusmayanto_Kadiman /wiki/Menteri_Negara_Riset_dan_Teknologi_Republik_Indonesia
li,"Laksamana Sukardi, MantanMenteri Negara BUMN",/wiki/Laksamana_Sukardi /wiki/Menteri_Negara_Badan_Usaha_Milik_Negara_Republik_Indonesia
li,"Laze, Musisi",/wiki/Laze_(rapper)
li,"M. Saleh Latuconsina, MantanGubernur MalukuKe-10",/wiki/M._Saleh_Latuconsina /wiki/Gubernur_Maluku
li,"M. Soewarto, MantanMenteri Pekerjaan Umum, MantanMenteri Pertanian",/w/index.php?title=M._Soewarto&action=edit&redlink=1 /wiki/Menteri_Pekerjaan_Umum /wiki/Menteri_Pertanian
li,"Mananti Sitompoel, MantanMenteri Pekerjaan Umum",/wiki/Mananti_Sitompoel /wiki/Menteri_Pekerjaan_Umum
li,"Mark Natama, Musisi",/wiki/Mark_Natama
li,"Martinus Putuhena, MantanMenteri Pekerjaan Umum",/wiki/Martinus_Putuhena /wiki/Menteri_Pekerjaan_Umum
li,"Mawardy Nurdin, Wali kota Banda Aceh 2007-2012",/wiki/Mawardy_Nurdin
li,"Muhammad Fajrin Rasyid, Direktur Digital Business PTTelkomdan Mantan Direktur Keuangan Bukalapak",/w/index.php?title=Muhammad_Fajrin_Rasyid&action=edit&redlink=1 /wiki/Telkom
li,"Muhammad Zuhal, Mantan Menteri Riset & Teknologi, Mantan Dirut PLN",/wiki/Muhammad_Zuhal
li,"Muslimin Nasution, MantanMenteri Kehutanandan KetuaICMI",/wiki/Muslimin_Nasution /wiki/Menteri_Kehutanan_Republik_Indonesia /wiki/ICMI
li,"Nabiel Makarim, Mantan Menteri Negara Lingkungan Hidup (2 semester di FIKTM ITB)",/wiki/Nabiel_Makarim
li,"Oekar Bratakoesoemah, MantanMenteri Pekerjaan Umum, RektorITB, GubernurJawa Barat",/w/index.php?title=Oekar_Bratakoesoemah&action=edit&redlink=1 /wiki/Menteri_Pekerjaan_Umum /wiki/ITB /wiki/Jawa_Barat
li,"Onno W Purbo, pakar teknologi informasi dan tokohSumber terbukaIndonesia",/wiki/Onno_W_Purbo /wiki/Sumber_terbuka
li,"Pandji Pragiwaksono, Aktor, Musisi, Pelawak tunggal, Penulis, Sutradara",/wiki/Pandji_Pragiwaksono
li,"Pantur Silaban, profesor ITB, fisikawan",/wiki/Pantur_Silaban
li,"Pangeran M. Noor, MantanMenteri Pekerjaan Umum, Mantan Gubernur Kalimantan",/wiki/Pangeran_M._Noor /wiki/Menteri_Pekerjaan_Umum
li,"Pater Drost, rohaniwan, pakar pendidikan",/wiki/Pater_Drost
li,"Prabu Revolusi, pembawa acara dan pembaca berita",/wiki/Prabu_Revolusi
li,"Pramono Anung, Mantan Ketua HMT ITB, politikus, Sekjen PDI-P, Sekretaris Kabinet (era Jokowi)",/wiki/Pramono_Anung
li,"Purnomo Yusgiantoro,Menteri Energi dan Sumber Daya Mineral,Menteri Pertahanan Republik Indonesia, profesor ITB",/wiki/Purnomo_Yusgiantoro /wiki/Menteri_Energi_dan_Sumber_Daya_Mineral_Republik_Indonesia /wiki/Menteri_Pertahanan_Republik_Indonesia
li,"Rachmat Witoelar, Mantan Menteri Negara Lingkungan Hidup",/wiki/Rachmat_Witoelar
li,"Raden Pardede, Komisaris Bank Central Asia",/wiki/Raden_Pardede
li,"R Priyono, Kepala BP Migas",/w/index.php?title=R_Priyono&action=edit&redlink=1
li,"Ridwan Kamil, Gubernur Jawa Barat, Wali Kota Bandung 2013–2018",/wiki/Ridwan_Kamil
li,"Rinaldi Firmansyah, Direktur Utama PT Telkom",/wiki/Rinaldi_Firmansyah
li,"Riza Falepi, Anggota DPD RI 2009–2014, Wali KotaPayakumbuh",/wiki/Riza_Falepi /wiki/Payakumbuh
li,"Rizkan Chandra, Mantan CEO PT Semen Indonesia (Persero) Tbk",
li,"Rizal Ramli, Mantan Menko Perekonomian (Era Gus Dur), Menko Kemaritiman dan Sumberdaya (era Jokowi)",/wiki/Rizal_Ramli
li,"Roosseno Soerjohadikoesoemo, MantanMenteri Pekerjaan Umum, profesor ITB, UI,Institut Sains dan Teknologi Nasional",/wiki/Roosseno_Soerjohadikoesoemo /wiki/Menteri_Pekerjaan_Umum /wiki/Institut_Sains_dan_Teknologi_Nasional
li,"Rozik Boedioro Soetjipto, Mantan Menteri Negara Pekerjaan Umum",/wiki/Rozik_Boedioro_Soetjipto
li,"Sabda PS, Founder dan Chief Education Officer Zenius",/w/index.php?title=Sabda_PS&action=edit&redlink=1
li,"Said Djauharsjah Jenie, KetuaBPPT",/wiki/Said_Djauharsjah_Jenie /wiki/BPPT
li,"Sakirman, petinggi Politbiro CCPKIdan kakak kandung dariSiswondo Parman(hilang)",/wiki/Sakirman /wiki/PKI /wiki/Siswondo_Parman
li,"Salahuddin Wahid, Cendekiawan, Rohaniwan, Politisi",/wiki/Salahuddin_Wahid
li,"Salis Subhi Aprilian, CEO PTBadak NGL",/wiki/Salis_Subhi_Aprilian /wiki/Badak_NGL
li,"Samaun Samadikun, Profesor, guru besar di bidang (mikro) elektronika, Mantan DirekturPAUME Pusat Mikroelektronika",/wiki/Samaun_Samadikun /w/index.php?title=PAUME_Pusat_Mikroelektronika&action=edit&redlink=1
li,"Sanyoto Sastrowardoyo, Mantan Menteri Negara Investasi, Kepala BKPM",/wiki/Sanyoto_Sastrowardoyo
li,"Sardjono Dipokusumo, MantanMenteri Pekerjaan Umum",/wiki/Sardjono_Dipokusumo /wiki/Menteri_Pekerjaan_Umum
li,"Sarwono Kusumaatmadja, Anggota DPD, Mantan Menteri Negara Pendayagunaan Aparatur Negara",/wiki/Sarwono_Kusumaatmadja
li,"Satryo Brodjonegoro, Menteri Pendidikan Tinggi, Sains, dan Teknologi",/wiki/Satryo_Brodjonegoro
li,"Sedyatmo, penemu fondasi cakar ayam",/wiki/Sedyatmo
li,"Siswono Yudo Husodo, Mantan Menteri Perumahan Rakyat",/wiki/Siswono_Yudo_Husodo
li,"Soekarno,Presiden RIpertama",/wiki/Soekarno /wiki/Presiden_RI
li,"Soewandi Notokoesoemo, MantanMenteri Pengajaran, Pendidikan dan Kebudayaan",/wiki/Menteri_Pendidikan_dan_Kebudayaan
li,"Sri Bintang Pamungkas, Politisi, Akademisi.",/wiki/Sri_Bintang_Pamungkas
li,"Sudjiwo Tedjo, seniman, budayawan",/wiki/Sudjiwo_Tedjo
li,"Suharna Surapranata, MantanMenteri Negara Riset dan Teknologi Republik IndonesiaKabinet Indonesia Bersatu II",/wiki/Suharna_Surapranata /wiki/Menteri_Negara_Riset_dan_Teknologi_Republik_Indonesia /wiki/Kabinet_Indonesia_Bersatu_II
li,"Suharso Monoarfa, Anggota DPR RI, Menteri Perumahan Rakyat RI, Menteri Perecanaan Pembangunan Nasional/Kepala Bappenas RI.",/wiki/Suharso_Monoarfa
li,"Suyadi, penciptaSi Unyil, sebuah film seri televisi Indonesia",/wiki/Suyadi /wiki/Si_Unyil
li,"Syafruddin Arsjad Temenggung, Mantan Kepala BPPN",/w/index.php?title=Syafruddin_Arsjad_Temenggung&action=edit&redlink=1
li,"Taufik Akbar, ahli satelit",/wiki/Taufik_Akbar
li,"Thomas DjamaluddinProfesor Peneliti Astronomi, Kepala LAPAN RI",/wiki/Thomas_Djamaluddin
li,"Tjia May On, fisikawan",/wiki/Tjia_May_On
li,"Tjokorda Raka Sukawati, ahli konstruksi, penemu teknikSosrobahu",/wiki/Tjokorda_Raka_Sukawati /wiki/Sosrobahu
li,"Wimar Witoelar, pengamat sosial & politik",/wiki/Wimar_Witoelar
li,"Winardi Sutantyo, astronom",/wiki/Winardi_Sutantyo
li,"Wiranto Arismunandar, Mantan Menteri Pendidikan & Kebudayaan",/wiki/Wiranto_Arismunandar
li,"Wiratman Wangsadinata, ahli konstruksi",/wiki/Wiratman_Wangsadinata
li,"Wiyoto Wiyono, ahli konstruksi",/w/index.php?title=Wiyoto_Wiyono&action=edit&redlink=1
li,"Yusuf Bilyarta Mangunwijaya, rohaniwan, novelis, aktivis HAM",/wiki/Yusuf_Bilyarta_Mangunwijaya
li,"Yani Panigoro, Pengusaha, Pimpinan Medco Group",/w/index.php?title=Yani_Panigoro&action=edit&redlink=1
li,"Feiral Rizky Batubara, Pakar Investasi, Ketua Dewan Pembina AEAI",/w/index.php?title=Feiral_Rizky_Batubara&action=edit&redlink=1
h2,Prestasi,
li,"Juara pertama kategori robot terbang sayap tetap (fix wing), desain terbaik, dan presentasi terbaik dalam Kontes Robot Terbang Indonesia (KRTI) 2014 .[50]",#cite_note-60
li,"Merit Awards (runner up), Asia Pasific Information and Communication Technology Alliance (APICTA) Awards 2009 di Australia, 15–17 Desember 2009.[51]",#cite_note-61
h2,Galeri,
li,Dies Emas (50 Tahun) ITB,
li,Prangko peringatan 50 tahun Institut Teknologi Bandung,"/wiki/Berkas:Stamps_of_Indonesia,_012-09.jpg"
li,Prangko peringatan 50 tahun Institut Teknologi Bandung,"/wiki/Berkas:Stamps_of_Indonesia,_013-09.jpg"
li,Prangko peringatan 50 tahun Institut Teknologi Bandung,"/wiki/Berkas:Stamps_of_Indonesia,_014-09.jpg"
li,Prangko peringatan 50 tahun Institut Teknologi Bandung,"/wiki/Berkas:Stamps_of_Indonesia,_015-09.jpg"
h2,Catatan,
li,"^Dies Natalis TH Bandung selalu diperingati setiap tahun sejak Dies Natalisnya yang pertama pada tahun 1921, hingga Dies Natalis ke-21 tahun 1941.[4]Bahkan setelah TH ditutup dan berganti nama sekalipun, Dies Natalisnya selalu mengacu pada berdirinya TH tahun 1920, seperti pada tanggal 27 November 1948 di mana diperingati Dies Natalis ke-28Faculteit van Technische Wetenschap van de Universiteit van Indonesie[5]atau pada tanggal 23 Desember 1955 di mana diadakan Lustrum ke-7 (Dies ke-35).[6]Dari fakta-fakta sejarah tersebut, tanggal 3 Juli 1920 ditetapkan sebagai tanggal pendirian Institut Teknologi Bandung dan diperingati setiap tahun sebagai""Peringatan Ulang Tahun Perguruan/Pendidikan Tinggi Teknik di Indonesia"". Sedangkan tanggal 2 Maret 1959 ditetapkan sebagai tanggal peresmian nama Institut Teknologi di Kota Bandung dan diperingati setiap tahun sebagai""Peringatan Ulang Tahun Institut Teknologi Bandung""yang dituangkan dalam Keputusan Rektor ITB Nomor 267/SK/K01/OT/2008 tentang Pendirian dan Peresmian Nama ITB.",#cite_ref-dies_7-0 #cite_note-ing4109-4 #cite_note-ing4812-5 #cite_note-ing5602-6
li,^Mengacu pada koordinat Tugu Peresmian ITB.,#cite_ref-tugu_9-0
li,"^CMYK 100,70,0,0http://www.colorhexa.com/004dffDiarsipkan2019-12-23 diWayback Machine.",#cite_ref-cmyk_10-0 https://www.colorhexa.com/004dff https://web.archive.org/web/20191223032812/http://www.colorhexa.com/004dff /wiki/Wayback_Machine
li,"^Pada tanggal 3 Juli 1920,sekolah tinggi pertamadi Hindia Belanda, yaituTechnische Hoogeschool(Sekolah Tinggi Teknik), yang dikenal dengan singkatan namanya THS didirikan di Bandung.[12]:6",#cite_ref-jul_16-0 #cite_note-som-15
li,"^“… En reeds in het volgende jaar, in Juli 1920, werd de Technische Hoogeschool (TH), Indië's eerste instelling voor Hooger Onderwijs, plechtig geopend.” Terjemahan: “… Dan pada tahun berikutnya, pada bulan Juli 1920, Sekolah Tinggi Teknik yang merupakaninstitusi pendidikan tinggi pertamadiHindia Belandadiresmikan.”[13]:26",#cite_ref-reed_18-0 /wiki/Hindia_Belanda #cite_note-hoe-17
li,"^Mulai tanggal 1 Agustus 1935 PemerintahHindia Belandamengeluarkan aturan tentang penggunaan ejaan baru... di antaranya ejaan 'hoogeschool' menjadi 'hogeschool'. Namun tulisan ""Technische Hoogeschool te Bandoeng"" tidak berubah karena merupakan 'nama'/nomenklatur.[15]:51",#cite_ref-eja_21-0 /wiki/Hindia_Belanda #cite_note-gun-20
li,^Mahasiswa tingkat pertama Bagian Mesin dan Listrik disatukan karena perkuliahan yang ditempuh sama.,#cite_ref-mesin_22-0
li,^Ketua Presidium: Prof. Ir.Soemono; Anggota: Prof. Ir.Goenarso; Prof. dr.Djoehana Wiradikarta(Ketua/Dekan FIPIA UI Bandung); Prof. Ir.Soetedjo(Ketua/Dekan FT UI Bandung); Panitera: Prof. Dr. Ir. R. M.Soemantri Brodjonegoro(Ketua Jurusan Teknologi Kimia).,#cite_ref-presidium_47-0 /wiki/Soemono /wiki/Goenarso /wiki/Djoehana_Wiradikarta /wiki/Soetedjo_(akademisi) /wiki/Soemantri_Brodjonegoro
li,"^Ketua Rektorium: Dr.Soedjana Sapi'ie; Anggota: Prof. Dr.Moedomo Soedigdomarto; Prof. Ir.Wiranto Arismunandar, MSME; Ir.Djuanda Suraatmadja.",#cite_ref-rektorium_49-0 /wiki/Soedjana_Sapi%27ie /wiki/Moedomo_Soedigdomarto /wiki/Wiranto_Arismunandar /wiki/Djuanda_Suraatmadja
li,^abPejabat sementara,#cite_ref-pjs_50-0 #cite_ref-pjs_50-1
h2,Referensi,
li,"^ab""Keputusan Rektor ITB Nomor 324/SK/K01/OT/2008 tentang Penggunaan Lambang ITB"". Diarsipkan dariaslitanggal 2012-12-18. Diakses tanggal2012-06-02.",#cite_ref-sk324_1-0 #cite_ref-sk324_1-1 https://archive.today/20121218143758/http://wrks.itb.ac.id/app/index.php?option=com_docman&task=doc_details&gid=82&Itemid=46 http://wrks.itb.ac.id/app/index.php?option=com_docman&task=doc_details&gid=82&Itemid=46
li,^abcKeputusan Rektor ITB Nomor 267/SK/K01/OT/2008 tentang Pendirian dan Peresmian Nama ITB.[pranala nonaktif permanen],#cite_ref-sk267_2-0 #cite_ref-sk267_2-1 #cite_ref-sk267_2-2 http://wrks.itb.ac.id/app/index.php?option=com_docman&task=doc_details&gid=66&Itemid=46 /wiki/Wikipedia:Pranala_mati
li,"^""Moto/slogan ITB"", dalam Buku Pedoman Format Penulisan Tesis Magister 2008 halaman 46, diunduh darihttp://www.sps.itb.ac.id/Diarsipkan2012-07-19 diWayback Machine..",#cite_ref-moto_3-0 http://www.sps.itb.ac.id/ https://web.archive.org/web/20120719004254/http://www.sps.itb.ac.id/ /wiki/Wayback_Machine
li,"^(Belanda)""Viering van den een en twintigsten verjaardag der Technische Hoogeschool te Bandoeng"", artikel dalam Majalah""De ingenieur in Nederlandsch-Indie""edisi September 1941, Tahun ke-8 No.9.",#cite_ref-ing4109_4-0
li,"^ab(Belanda)""Dies natalis van de Faculteit van Technische Wetenschap van de Universiteit van Indonesië"", artikel dalam Majalah""De ingenieur in Indonesie""edisi Desember 1948, Tahun ke-1 No.2.",#cite_ref-ing4812_5-0 #cite_ref-ing4812_5-1
li,"^(Belanda)""De herdenking van de opening der Technische Hogeschool te Bandung"", artikel dalam Majalah""De ingenieur in Indonesie""edisi Februari 1956, Tahun ke-8 No.1.",#cite_ref-ing5602_6-0
li,"^abcdefghi""Fakta dan Angka ITB"". Diarsipkan dariaslitanggal 2015-07-19. Diakses tanggal2012-06-02.",#cite_ref-fct_8-0 #cite_ref-fct_8-1 #cite_ref-fct_8-2 #cite_ref-fct_8-3 #cite_ref-fct_8-4 #cite_ref-fct_8-5 #cite_ref-fct_8-6 #cite_ref-fct_8-7 #cite_ref-fct_8-8 https://web.archive.org/web/20150719125324/http://www.itb.ac.id/about-itb/facts http://www.itb.ac.id/about-itb/facts
li,^Peraturan Pemerintah Nomor 65 Tahun 2013 tentang STATUTA INSTITUT TEKNOLOGI BANDUNG.,#cite_ref-pp65_11-0
li,"^Kesalahan pengutipan: Tag<ref>tidak sah; 
tidak ditemukan teks untuk ref bernamaabet",#cite_ref-abet_12-0
li,"^""Accredited Programs ABET - ITB"". Diarsipkan dariaslitanggal 2013-02-09. Diakses tanggal2012-09-07.",#cite_ref-abetitb_13-0 https://web.archive.org/web/20130209030533/http://main.abet.org/aps/AccreditedProgramsDetails.aspx?OrganizationID=7120 http://main.abet.org/aps/AccreditedProgramsDetails.aspx?OrganizationID=7120
li,"^""Status Akreditasi Internasional Prodi ITB"". Diarsipkan dariaslitanggal 2023-03-18. Diakses tanggal2015-08-08.",#cite_ref-spm_14-0 https://web.archive.org/web/20230318082846/https://spm.itb.ac.id/spme/daftar-program-studi-terakreditasi-internasional/?lang=en http://www.spm.itb.ac.id/?page_id=248&lang=en
li,"^Somadikarta, S. (1999).Tahun emas Universitas Indonesia, Jilid 1: Dari Balai ke Universitas. Jakarta: Penerbit Universitas Indonesia (UI-Press).",#cite_ref-som_15-0
li,"^(Belanda)Hoe het groide: Het onderwijs in Nederlandsch-Indië, Januari-Februari 1941.Diarsipkan2013-07-02 diWayback Machine.",#cite_ref-hoe_17-0 http://62.41.28.253/cgi-bin/imageserver/imageserver.pl?oid=FFHBID19410901-001-1941-0008&key=&getpdf=true https://web.archive.org/web/20130702101442/http://62.41.28.253/cgi-bin/imageserver/imageserver.pl?oid=FFHBID19410901-001-1941-0008&key=&getpdf=true /wiki/Wayback_Machine
li,"^""Prof. Reini Wirahadikusumah Terpilih Sebagai Rektor ITB 2020-2025"".itb.ac.id. 8 November 2019. Diarsipkan dariaslitanggal 2019-12-31. Diakses tanggal31 Desember2019.",#cite_ref-19 https://web.archive.org/web/20191231042944/https://www.itb.ac.id/news/read/57329/home/prof-reini-wirahadikusumah-terpilih-sebagai-rektor-itb-2020-2025 https://www.itb.ac.id/news/read/57329/home/prof-reini-wirahadikusumah-terpilih-sebagai-rektor-itb-2020-2025
li,"^Goenarso (1995).Riwayat perguruan tinggi teknik di Indonesia, periode 1920-1942. Bandung: Penerbit ITB.",#cite_ref-gun_20-0
li,"^Sakri, A. (1979a).Dari TH ke ITB: Kenang-kenangan lustrum keempat 2 Maret 1979, Jilid 1: Selintas perkembangan ITB. Bandung: Penerbit ITB.",#cite_ref-saka_23-0
li,"^Yulianti, Cicin.""ITB Pindahkan Kegiatan TPB ke Kampus Jatinangor, Apa Alasannya?"".detikedu. Diakses tanggal2024-07-28.",#cite_ref-24 https://www.detik.com/edu/perguruan-tinggi/d-6645065/itb-pindahkan-kegiatan-tpb-ke-kampus-jatinangor-apa-alasannya
li,"^(Inggris)""Bandung Institute of Technology: Science and Technology Schools"". Diarsipkan dariaslitanggal 2016-03-10.",#cite_ref-asia2000_25-0 https://web.archive.org/web/20160310062536/http://edition.cnn.com/ASIANOW/asiaweek/features/universities2000/scitech/21.html http://edition.cnn.com/ASIANOW/asiaweek/features/universities2000/scitech/21.html
li,"^""Data Keketatan ITB-2013"". Diarsipkan dariaslitanggal 2016-03-11.",#cite_ref-26 https://web.archive.org/web/20160311040924/https://www.scribd.com/doc/176278507/Data-Keketatan-Itb-2013 https://www.scribd.com/doc/176278507/Data-Keketatan-Itb-2013
li,"^(Inggris)""Top 100 – Lowest Acceptance Rates"". Diarsipkan dariaslitanggal 2011-09-26.",#cite_ref-27 https://web.archive.org/web/20110926133436/http://colleges.usnews.rankingsandreviews.com/best-colleges/rankings/lowest-acceptance-rate http://colleges.usnews.rankingsandreviews.com/best-colleges/rankings/lowest-acceptance-rate
li,"^""ITB Raih Rata-rata UTBK Tertinggi dalam SNBT 2023"". Diarsipkan dariaslitanggal 2023-07-10.","#cite_ref-28 https://web.archive.org/web/20230710155240/https://www.itb.ac.id/berita/itb-raih-rata-rata-utbk-tertinggi-dalam-snbt-2023/59541 https://www.itb.ac.id/berita/itb-raih-rata-rata-utbk-tertinggi-dalam-snbt-2023/59541#:~:text=Institut%20Teknologi%20Bandung,-Tentang%20ITB&text=Ketua%20Panitia%20Seleksi%20Nasional%20Penerimaan,sendiri%20meraih%20skor%20816%2C40."
